location	id	latitude	longitude	gg	pscsmodorg	pscs_pprob	gg_pprob	pscs_c1	gg_c1	pscs_c1n	gg_c1n
Millford_mtns	04077	38.23723250440	-113.34336554300	HAPLOCALCIDS	LOAMY-SKELETAL	33	18	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	04078	38.23925757520	-113.34994257300	HAPLOCALCIDS	LOAMY-SKELETAL	24	16	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	04079	38.24368430200	-113.33157304300	HAPLOCALCIDS	LOAMY-SKELETAL	25	17	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	04080	38.24651521540	-113.32517555300	HAPLOCALCIDS	LOAMY-SKELETAL	27	16	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	B015	38.27205863960	-113.17677438200	HAPLOCALCIDS	LOAMY-SKELETAL	36	28	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	B016	38.24698954560	-113.31454923200	HAPLOCALCIDS	LOAMY-SKELETAL	26	18	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	B017	38.24937126740	-113.31667304300	HAPLOCALCIDS	LOAMY-SKELETAL	24	17	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	J001	38.27200499720	-113.16411846300	HAPLOCALCIDS	LOAMY-SKELETAL	45	43	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	J002	38.26276167980	-113.18234365300	HAPLOCALCIDS	LOAMY	46	30	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	J003	38.25907725650	-113.20588976200	HAPLOCALCIDS	COARSE-LOAMY	29	18	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	J004	38.26159819720	-113.21556608300	HAPLOCALCIDS	FINE-LOAMY	28	19	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	J006	38.25479452250	-113.21741529300	HAPLOCALCIDS	COARSE-LOAMY	23	19	60	133	LOAMY-SKELETAL	HAPLARGIDS
Millford_mtns	L001	38.24372227720	-113.30243453200	HAPLOCALCIDS	COARSE-LOAMY	34	26	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	L003	38.25387678150	-113.29381718300	HAPLOCALCIDS	LOAMY-SKELETAL	30	18	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	0117	38.24077355230	-113.25917642400	CALCIARGIDS	FINE-LOAMY	32	23	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	01001	38.23960368630	-113.25599867300	CALCIARGIDS	FINE-LOAMY	28	19	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	04033	38.25455345550	-113.18793203300	HAPLOCALCIDS	LOAMY-SKELETAL	42	34	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	04034	38.25216629080	-113.19814689300	HAPLOCALCIDS	LOAMY-SKELETAL	48	37	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	04041	38.24934737310	-113.21964890300	HAPLOCALCIDS	COARSE-LOAMY	23	22	60	133	LOAMY-SKELETAL	HAPLARGIDS
Millford_mtns	04042	38.23953350220	-113.21079434300	HAPLOCALCIDS	FINE-LOAMY	33	37	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	04046	38.23804948160	-113.24530784300	HAPLOCALCIDS	FINE-LOAMY	26	19	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_mtns	04047	38.23479487960	-113.24625767200	HAPLOCALCIDS	LOAMY-SKELETAL	34	23	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	04048	38.24715014080	-113.25043245300	HAPLOCALCIDS	FINE-LOAMY	33	25	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	04049	38.24183987620	-113.23141466300	HAPLOCALCIDS	COARSE-LOAMY	28	16	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_mtns	04050	38.24241855050	-113.22903144200	HAPLOCALCIDS	LOAMY-SKELETAL	26	15	60	133	LOAMY-SKELETAL	HAPLARGIDS
Millford_mtns	L004	38.23589961290	-113.28746797300	HAPLOCALCIDS	COARSE-LOAMY	44	28	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	06	38.25773157890	-113.17985050100	PETROCALCIDS	LOAMY-SKELETAL	44	41	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	04043	38.23096711690	-113.21977379300	HAPLOCALCIDS	COARSE-LOAMY	29	36	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_mtns	04044	38.22272628350	-113.22706705300	HAPLOCALCIDS	LOAMY-SKELETAL	26	31	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	04045	38.22563320190	-113.23127628300	HAPLOCALCIDS	LOAMY-SKELETAL	26	26	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_mtns	04051	38.23021593620	-113.24544882300	HAPLOCALCIDS	LOAMY-SKELETAL	39	19	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	04052	38.22859839390	-113.24471532200	HAPLOCALCIDS	LOAMY-SKELETAL	45	27	32	135	FINE-LOAMY	HAPLOCALCIDS
Dugout	C201	38.20241978690	-109.77226290300	CALCIORTHIDS	COARSE-LOAMY	43	36	72	259	SANDY	TORRIPSAMMENTS
Dugout	C120	38.20137062630	-109.83648702600	TORRIORTHENTS	LITHIC LOAMY-SKELETAL	26	36	23	258	COARSE-LOAMY	TORRIORTHENTS
Dugout	C049	38.20606742760	-109.78678090700	TORRIPSAMMENTS	LITHIC SANDY	27	45	23	258	COARSE-LOAMY	TORRIORTHENTS
Dugout	C293	38.20795188870	-109.79474474000	TORRIPSAMMENTS	LITHIC SANDY	34	81	54	259	LITHIC SANDY	TORRIPSAMMENTS
Dugout	C313	38.20322038320	-109.78337335700	TORRIPSAMMENTS	LITHIC SANDY	27	47	23	258	COARSE-LOAMY	TORRIORTHENTS
Dugout	D196	38.20835840750	-109.70595209000	TORRIPSAMMENTS	LITHIC SANDY	30	35	72	259	SANDY	TORRIPSAMMENTS
Dugout	C025	38.19955783390	-109.76747448900	CALCIORTHIDS	COARSE-LOAMY	37	31	72	259	SANDY	TORRIPSAMMENTS
Dugout	C121	38.19409365740	-109.75015773300	CALCIORTHIDS	COARSE-LOAMY	31	37	72	259	SANDY	TORRIPSAMMENTS
Dugout	C185	38.19277712370	-109.73243484100	CALCIORTHIDS	COARSE-LOAMY	32	26	23	259	COARSE-LOAMY	TORRIPSAMMENTS
Dugout	C089	38.19511680840	-109.76251904000	CAMBORTHIDS	LOAMY	40	33	23	136	COARSE-LOAMY	HAPLOCAMBIDS
Dugout	D012	38.21003081370	-109.66141168500	CAMBORTHIDS	COARSE-LOAMY	21	34	23	258	COARSE-LOAMY	TORRIORTHENTS
Dugout	C277	38.18741315210	-109.75330918900	HAPLOCALCIDS	LOAMY	37	49	72	259	SANDY	TORRIPSAMMENTS
Dugout	D013	38.19819488100	-109.70368814100	HAPLOCAMBIDS	COARSE-LOAMY	68	60	72	259	SANDY	TORRIPSAMMENTS
Dugout	D014	38.19536315170	-109.69294689200	HAPLOCAMBIDS	COARSE-LOAMY	33	40	72	259	SANDY	TORRIPSAMMENTS
Dugout	C232	38.17780927720	-109.86280112800	TORRIORTHENTS	LOAMY	27	25	23	259	COARSE-LOAMY	TORRIPSAMMENTS
Dugout	D197	38.19616255750	-109.68379963200	TORRIORTHENTS	LOAMY	31	28	72	259	SANDY	TORRIPSAMMENTS
Dugout	C056	38.18142223040	-109.85898860100	TORRIPSAMMENTS	SANDY	46	56	72	259	SANDY	TORRIPSAMMENTS
Dugout	C153	38.19759895540	-109.75266158500	TORRIPSAMMENTS	SANDY	36	41	72	259	SANDY	TORRIPSAMMENTS
Dugout	C225	38.17904747200	-109.78837084200	CAMBORTHIDS	COARSE-LOAMY	44	65	72	259	SANDY	TORRIPSAMMENTS
Dugout	C312	38.16707613040	-109.80565192600	CAMBORTHIDS	COARSE-LOAMY	29	61	72	259	SANDY	TORRIPSAMMENTS
Dugout	C245	38.17433460060	-109.76591876000	HAPLOCAMBIDS	COARSE-LOAMY	81	65	72	259	SANDY	TORRIPSAMMENTS
Dugout	C261	38.18741692230	-109.74942688700	HAPLOCAMBIDS	COARSE-LOAMY	76	74	72	259	SANDY	TORRIPSAMMENTS
Dugout	C033	38.17006038920	-109.79080278900	TORRIORTHENTS	LOAMY	45	52	56	136	LOAMY	HAPLOCAMBIDS
Dugout	C065	38.17112492510	-109.80676739000	TORRIORTHENTS	LOAMY	26	45	23	259	COARSE-LOAMY	TORRIPSAMMENTS
Dugout	C097	38.17845527720	-109.81155144400	TORRIORTHENTS	LOAMY	34	42	54	259	LITHIC SANDY	TORRIPSAMMENTS
Dugout	C161	38.17910623270	-109.79407841400	TORRIORTHENTS	LOAMY	46	35	23	258	COARSE-LOAMY	TORRIORTHENTS
Dugout	D198	38.18106152730	-109.70606088200	TORRIORTHENTS	LOAMY	36	30	72	259	SANDY	TORRIPSAMMENTS
Dugout	C009	38.18417945880	-109.76797915700	TORRIPSAMMENTS	SANDY	71	57	72	259	SANDY	TORRIPSAMMENTS
Dugout	C040	38.16536124510	-109.86164758400	TORRIPSAMMENTS	LITHIC SANDY	35	29	23	135	COARSE-LOAMY	HAPLOCALCIDS
Dugout	C041	38.17498764250	-109.74505567300	TORRIPSAMMENTS	SANDY	86	75	72	259	SANDY	TORRIPSAMMENTS
Dugout	C057	38.18752884750	-109.73798949000	TORRIPSAMMENTS	SANDY	73	57	72	259	SANDY	TORRIPSAMMENTS
Dugout	C073	38.17518142040	-109.76331865200	TORRIPSAMMENTS	SANDY	84	61	72	259	SANDY	TORRIPSAMMENTS
Dugout	C105	38.18398589090	-109.74375952200	TORRIPSAMMENTS	SANDY	80	64	72	259	SANDY	TORRIPSAMMENTS
Dugout	C137	38.17512116980	-109.75761145200	TORRIPSAMMENTS	SANDY	90	44	72	136	SANDY	HAPLOCAMBIDS
Dugout	C233	38.18059765700	-109.72871837700	TORRIPSAMMENTS	SANDY	79	67	72	259	SANDY	TORRIPSAMMENTS
Dugout	D015	38.19388730200	-109.64699929300	TORRIPSAMMENTS	SANDY	22	29	72	258	SANDY	TORRIORTHENTS
Dugout	D016	38.18939990960	-109.71936195800	TORRIPSAMMENTS	SANDY	79	60	72	259	SANDY	TORRIPSAMMENTS
Dugout	D017	38.18846919880	-109.72161627800	TORRIPSAMMENTS	SANDY	50	57	72	259	SANDY	TORRIPSAMMENTS
Dugout	D018	38.18527745910	-109.68737501800	TORRIPSAMMENTS	SANDY	31	38	72	259	SANDY	TORRIPSAMMENTS
Dugout	D019	38.18202315400	-109.70250193400	TORRIPSAMMENTS	LITHIC SANDY	31	36	72	258	SANDY	TORRIORTHENTS
Dugout	C133	38.16758403040	-109.76244820500	CAMBORTHIDS	COARSE-LOAMY	33	46	72	259	SANDY	TORRIPSAMMENTS
Dugout	D020	38.17822817660	-109.61333544900	CAMBORTHIDS	COARSE-LOAMY	22	32	23	258	COARSE-LOAMY	TORRIORTHENTS
Dugout	D022	38.17457975690	-109.68876315700	CAMBORTHIDS	COARSE-LOAMY	37	24	23	136	COARSE-LOAMY	HAPLOCAMBIDS
Dugout	C029	38.16842172950	-109.72119601200	HAPLOCAMBIDS	COARSE-LOAMY	70	45	72	259	SANDY	TORRIPSAMMENTS
Dugout	C069	38.16755046470	-109.77040520900	HAPLOCAMBIDS	COARSE-LOAMY	74	68	72	259	SANDY	TORRIPSAMMENTS
Dugout	C093	38.17360809870	-109.71994663400	HAPLOCAMBIDS	COARSE-LOAMY	80	66	72	259	SANDY	TORRIPSAMMENTS
Dugout	C157	38.17139653230	-109.71302167900	HAPLOCAMBIDS	COARSE-LOAMY	60	63	72	259	SANDY	TORRIPSAMMENTS
Dugout	C181	38.16761977190	-109.73034220800	HAPLOCAMBIDS	COARSE-LOAMY	87	69	72	259	SANDY	TORRIPSAMMENTS
Dugout	C273	38.17129779580	-109.73712788200	HAPLOCAMBIDS	COARSE-LOAMY	85	73	72	259	SANDY	TORRIPSAMMENTS
Dugout	C292	38.15188908030	-109.86642220500	HAPLOCAMBIDS	COARSE-LOAMY	57	59	72	259	SANDY	TORRIPSAMMENTS
Dugout	C304	38.17390760590	-109.71931350400	HAPLOCAMBIDS	COARSE-LOAMY	78	67	72	259	SANDY	TORRIPSAMMENTS
Dugout	C309	38.16775606240	-109.75825588600	HAPLOCAMBIDS	COARSE-LOAMY	75	70	72	259	SANDY	TORRIPSAMMENTS
Dugout	C310	38.16681599080	-109.75884259200	HAPLOCAMBIDS	COARSE-LOAMY	79	71	72	259	SANDY	TORRIPSAMMENTS
Dugout	C418	38.17123855890	-109.76117632500	HAPLOCAMBIDS	COARSE-LOAMY	90	48	72	136	SANDY	HAPLOCAMBIDS
Dugout	C419	38.16173464290	-109.75642901100	HAPLOCAMBIDS	COARSE-LOAMY	86	86	72	259	SANDY	TORRIPSAMMENTS
Dugout	C419	38.16197097460	-109.75491829800	HAPLOCAMBIDS	COARSE-LOAMY	88	89	72	259	SANDY	TORRIPSAMMENTS
Dugout	D021	38.17691914080	-109.63002844700	TORRIFLUVENTS		29	30	72	259	SANDY	TORRIPSAMMENTS
Dugout	C005	38.15720830720	-109.76818776000	TORRIORTHENTS	LOAMY	33	41	23	259	COARSE-LOAMY	TORRIPSAMMENTS
Dugout	C145	38.15446807520	-109.78893175700	TORRIORTHENTS	LOAMY	52	25	23	135	COARSE-LOAMY	HAPLOCALCIDS
Dugout	C269	38.15748069250	-109.79443469800	TORRIORTHENTS	LOAMY	49	35	23	135	COARSE-LOAMY	HAPLOCALCIDS
Dugout	C088	38.15004569240	-109.88949285800	TORRIPSAMMENTS	SANDY	55	52	72	259	SANDY	TORRIPSAMMENTS
Dugout	C165	38.16708246270	-109.74997989800	TORRIPSAMMENTS	SANDY	34	36	72	259	SANDY	TORRIPSAMMENTS
Dugout	C169	38.17395173100	-109.73251558700	TORRIPSAMMENTS	SANDY	87	71	72	259	SANDY	TORRIPSAMMENTS
Dugout	C221	38.17519541770	-109.70771473400	TORRIPSAMMENTS	LITHIC SANDY	37	55	72	259	SANDY	TORRIPSAMMENTS
Dugout	D024	38.17380231820	-109.69904296500	TORRIPSAMMENTS	LITHIC SANDY	41	65	72	259	SANDY	TORRIPSAMMENTS
Dugout	D025	38.17078272670	-109.66927615200	TORRIPSAMMENTS	LITHIC SANDY	25	37	23	258	COARSE-LOAMY	TORRIORTHENTS
Dugout	D028	38.16388172850	-109.64817052000	CALCIORTHIDS	COARSE-LOAMY	26	32	72	258	SANDY	TORRIORTHENTS
Dugout	C081	38.14930062230	-109.78772190300	CAMBORTHIDS	COARSE-LOAMY	43	53	23	136	COARSE-LOAMY	HAPLOCAMBIDS
Dugout	C152	38.13779146110	-109.87837058000	CAMBORTHIDS	COARSE-LOAMY	55	59	72	259	SANDY	TORRIPSAMMENTS
Dugout	C193	38.14014386530	-109.79469152100	CAMBORTHIDS	COARSE-LOAMY	27	37	23	259	COARSE-LOAMY	TORRIPSAMMENTS
Dugout	C053	38.16044839040	-109.73389083300	HAPLOCAMBIDS	COARSE-LOAMY	66	81	72	259	SANDY	TORRIPSAMMENTS
Dugout	C101	38.15615142750	-109.74160644900	HAPLOCAMBIDS	COARSE-LOAMY	91	56	72	259	SANDY	TORRIPSAMMENTS
Dugout	C241	38.14597457490	-109.75833995300	HAPLOCAMBIDS	COARSE-LOAMY	27	39	23	259	COARSE-LOAMY	TORRIPSAMMENTS
Dugout	C301	38.14648984410	-109.79482675000	HAPLOCAMBIDS	COARSE-LOAMY	64	62	23	136	COARSE-LOAMY	HAPLOCAMBIDS
Dugout	C311	38.14312048570	-109.80199154000	HAPLOCAMBIDS	COARSE-LOAMY	59	69	72	259	SANDY	TORRIPSAMMENTS
Dugout	C417	38.14809641700	-109.79330530800	HAPLOCAMBIDS	COARSE-LOAMY	69	70	23	136	COARSE-LOAMY	HAPLOCAMBIDS
Dugout	D023	38.17354785760	-109.60850384600	HAPLOCAMBIDS	COARSE-LOAMY	23	35	23	258	COARSE-LOAMY	TORRIORTHENTS
Dugout	D026	38.16924511960	-109.61578875600	HAPLOCAMBIDS	COARSE-LOAMY	26	31	23	258	COARSE-LOAMY	TORRIORTHENTS
Dugout	C257	38.15202799620	-109.70550446000	TORRIORTHENTS	LOAMY	27	43	56	258	LOAMY	TORRIORTHENTS
Dugout	D029	38.16342880830	-109.59049021600	TORRIORTHENTS	LOAMY	18	35	23	258	COARSE-LOAMY	TORRIORTHENTS
Dugout	C037	38.15601968970	-109.75206342500	TORRIPSAMMENTS	SANDY	80	90	72	259	SANDY	TORRIPSAMMENTS
Dugout	C117	38.15770829560	-109.73051411400	TORRIPSAMMENTS	SANDY	96	98	72	259	SANDY	TORRIPSAMMENTS
Dugout	C141	38.15401750220	-109.72258893000	TORRIPSAMMENTS	SANDY	77	83	72	259	SANDY	TORRIPSAMMENTS
Dugout	C188	38.12773719970	-109.90645412500	TORRIPSAMMENTS	SANDY	61	52	72	259	SANDY	TORRIPSAMMENTS
Dugout	C205	38.15503531090	-109.71427944100	TORRIPSAMMENTS	LITHIC SANDY	54	76	72	259	SANDY	TORRIPSAMMENTS
Dugout	C216	38.14180149780	-109.86799332500	TORRIPSAMMENTS	SANDY	80	81	72	259	SANDY	TORRIPSAMMENTS
Dugout	C265	38.15246277420	-109.75828700900	TORRIPSAMMENTS	SANDY	87	90	72	259	SANDY	TORRIPSAMMENTS
Dugout	C308	38.15334920780	-109.76800730200	TORRIPSAMMENTS	SANDY	70	83	72	259	SANDY	TORRIPSAMMENTS
Dugout	C314	38.15689026770	-109.74918377800	TORRIPSAMMENTS	SANDY	90	85	72	259	SANDY	TORRIPSAMMENTS
Dugout	D027	38.16480723910	-109.62158002700	TORRIPSAMMENTS	SANDY	32	26	23	258	COARSE-LOAMY	TORRIORTHENTS
Dugout	D030	38.16148221260	-109.64562381400	TORRIPSAMMENTS	SANDY	30	26	23	258	COARSE-LOAMY	TORRIORTHENTS
Dugout	D031	38.15627339800	-109.64867122700	TORRIPSAMMENTS	SANDY	22	23	23	135	COARSE-LOAMY	HAPLOCALCIDS
Dugout	C017	38.13878741330	-109.78898561500	CAMBORTHIDS	LOAMY	34	34	23	259	COARSE-LOAMY	TORRIPSAMMENTS
Dugout	C129	38.13692178000	-109.79423105500	CAMBORTHIDS	COARSE-LOAMY	34	38	23	259	COARSE-LOAMY	TORRIPSAMMENTS
Dugout	D032	38.15325934860	-109.60829602600	CAMBORTHIDS	COARSE-LOAMY	22	32	23	258	COARSE-LOAMY	TORRIORTHENTS
Dugout	C013	38.14226653750	-109.71853176500	HAPLOCAMBIDS	COARSE-LOAMY	75	72	72	259	SANDY	TORRIPSAMMENTS
Dugout	C021	38.13708250780	-109.73999995900	HAPLOCAMBIDS	COARSE-LOAMY	59	65	72	259	SANDY	TORRIPSAMMENTS
Dugout	C077	38.13819994110	-109.70111041100	HAPLOCAMBIDS	COARSE-LOAMY	39	37	72	258	SANDY	TORRIORTHENTS
Dugout	C085	38.14143431540	-109.74410730300	HAPLOCAMBIDS	COARSE-LOAMY	74	79	72	259	SANDY	TORRIPSAMMENTS
Dugout	C149	38.13792222410	-109.73428021300	HAPLOCAMBIDS	COARSE-LOAMY	67	68	72	259	SANDY	TORRIPSAMMENTS
Dugout	C289	38.14076100930	-109.72594104200	HAPLOCAMBIDS	COARSE-LOAMY	86	77	72	259	SANDY	TORRIPSAMMENTS
Dugout	D033	38.15278455190	-109.67316411500	HAPLOCAMBIDS	COARSE-LOAMY	30	33	23	259	COARSE-LOAMY	TORRIPSAMMENTS
Dugout	C108	38.12017316060	-109.91881917000	TORRIPSAMMENTS	SANDY	54	62	72	259	SANDY	TORRIPSAMMENTS
Dugout	C113	38.13827410780	-109.76736510400	TORRIPSAMMENTS	SANDY	44	62	72	259	SANDY	TORRIPSAMMENTS
Dugout	C177	38.13148219720	-109.75571031900	TORRIPSAMMENTS	SANDY	54	50	72	259	SANDY	TORRIPSAMMENTS
Dugout	C197	38.13361224340	-109.75261057700	TORRIPSAMMENTS	SANDY	60	66	72	259	SANDY	TORRIPSAMMENTS
Dugout	C213	38.13608319580	-109.73088888700	TORRIPSAMMENTS	SANDY	72	76	72	259	SANDY	TORRIPSAMMENTS
Dugout	C240	38.12668515690	-109.87803856000	TORRIPSAMMENTS	SANDY	63	54	72	259	SANDY	TORRIPSAMMENTS
Dugout	C249	38.14321120760	-109.72252064600	TORRIPSAMMENTS	LITHIC SANDY	58	84	72	259	SANDY	TORRIPSAMMENTS
Dugout	C285	38.13404743330	-109.71522970400	TORRIPSAMMENTS	SANDY	62	70	72	259	SANDY	TORRIPSAMMENTS
Dugout	C288	38.12711940380	-109.90013129700	TORRIPSAMMENTS	SANDY	45	38	72	258	SANDY	TORRIORTHENTS
Dugout	D199	38.15688462080	-109.63770803300	TORRIPSAMMENTS	LITHIC SANDY	23	54	56	258	LOAMY	TORRIORTHENTS
Dugout	D039	38.12596120780	-109.66809381100	CAMBORTHIDS	LOAMY	21	42	56	258	LOAMY	TORRIORTHENTS
Dugout	D036	38.13772344980	-109.61752557500	HAPLOCALCIDS	COARSE-LOAMY	24	23	72	136	SANDY	HAPLOCAMBIDS
Dugout	C035	38.12793674200	-109.72760725100	HAPLOCAMBIDS	COARSE-LOAMY	47	47	72	259	SANDY	TORRIPSAMMENTS
Dugout	C128	38.10755818640	-109.84886377400	HAPLOCAMBIDS	COARSE-LOAMY	56	50	72	259	SANDY	TORRIPSAMMENTS
Dugout	C264	38.10174361800	-109.92282031500	HAPLOCAMBIDS	COARSE-LOAMY	58	32	72	259	SANDY	TORRIPSAMMENTS
Dugout	C287	38.12286155630	-109.71177514200	HAPLOCAMBIDS	COARSE-LOAMY	44	45	72	259	SANDY	TORRIPSAMMENTS
Dugout	C307	38.10656114350	-109.85381244900	HAPLOCAMBIDS	COARSE-LOAMY	69	56	72	259	SANDY	TORRIPSAMMENTS
Dugout	D647	38.14355403260	-109.60759036300	HAPLOCAMBIDS	COARSE-LOAMY	25	23	23	258	COARSE-LOAMY	TORRIORTHENTS
Dugout	C060	38.10255913730	-109.89323446700	TORRIORTHENTS	LOAMY	46	43	72	259	SANDY	TORRIPSAMMENTS
Dugout	C112	38.10091427920	-109.88322288200	TORRIORTHENTS	LOAMY	37	46	72	259	SANDY	TORRIPSAMMENTS
Dugout	C192	38.11029463800	-109.85683383800	TORRIORTHENTS	LOAMY	57	49	72	259	SANDY	TORRIPSAMMENTS
Dugout	C282	38.11716433620	-109.81791279300	TORRIORTHENTS	LOAMY	38	47	72	259	SANDY	TORRIPSAMMENTS
Dugout	C062	38.11594935180	-109.78713279000	TORRIPSAMMENTS	SANDY	32	58	72	259	SANDY	TORRIPSAMMENTS
Dugout	C131	38.12365211280	-109.77557980600	TORRIPSAMMENTS	SANDY	36	37	72	259	SANDY	TORRIPSAMMENTS
Dugout	C147	38.11905883780	-109.74006451600	TORRIPSAMMENTS	SANDY	61	55	72	259	SANDY	TORRIPSAMMENTS
Dugout	C256	38.11569033440	-109.85101757100	TORRIPSAMMENTS	SANDY	73	74	72	259	SANDY	TORRIPSAMMENTS
Dugout	C271	38.11813741950	-109.74238467200	TORRIPSAMMENTS	SANDY	53	43	72	259	SANDY	TORRIPSAMMENTS
Dugout	C300	38.11126997770	-109.83502067900	TORRIPSAMMENTS	SANDY	30	51	72	259	SANDY	TORRIPSAMMENTS
Dugout	D035	38.14023207270	-109.64721492300	TORRIPSAMMENTS	LITHIC SANDY	23	40	72	258	SANDY	TORRIORTHENTS
Dugout	D037	38.13708570110	-109.59642848800	TORRIPSAMMENTS	SANDY	27	27	23	258	COARSE-LOAMY	TORRIORTHENTS
Dugout	C284	38.09942954060	-109.86465573200	CAMBORTHIDS	COARSE-LOAMY	48	43	72	259	SANDY	TORRIPSAMMENTS
Dugout	D041	38.12250000390	-109.62579839100	CAMBORTHIDS	COARSE-LOAMY	28	28	72	258	SANDY	TORRIORTHENTS
Dugout	D043	38.12061321690	-109.63092163700	CAMBORTHIDS	COARSE-LOAMY	25	21	23	258	COARSE-LOAMY	TORRIORTHENTS
Dugout	C048	38.08949687900	-109.88051161600	HAPLOCAMBIDS	COARSE-LOAMY	55	31	72	135	SANDY	HAPLOCALCIDS
Dugout	C059	38.10528642340	-109.71658904300	HAPLOCAMBIDS	COARSE-LOAMY	50	37	72	259	SANDY	TORRIPSAMMENTS
Dugout	C123	38.11271699890	-109.72362239300	HAPLOCAMBIDS	COARSE-LOAMY	44	40	72	259	SANDY	TORRIPSAMMENTS
Dugout	C144	38.08791753830	-109.87556401000	HAPLOCAMBIDS	COARSE-LOAMY	48	36	72	135	SANDY	HAPLOCALCIDS
Dugout	C172	38.09448718580	-109.90124779500	HAPLOCAMBIDS	COARSE-LOAMY	56	44	72	259	SANDY	TORRIPSAMMENTS
Dugout	C187	38.11337089880	-109.71416620800	HAPLOCAMBIDS	COARSE-LOAMY	46	40	72	259	SANDY	TORRIPSAMMENTS
Dugout	C236	38.08910178390	-109.89016471600	HAPLOCAMBIDS	COARSE-LOAMY	45	37	72	135	SANDY	HAPLOCALCIDS
Dugout	C251	38.11142301670	-109.70094606500	HAPLOCAMBIDS	COARSE-LOAMY	41	31	72	258	SANDY	TORRIORTHENTS
Dugout	C302	38.09590915900	-109.84283696900	HAPLOCAMBIDS	COARSE-LOAMY	41	30	72	259	SANDY	TORRIPSAMMENTS
Dugout	D042	38.12111937920	-109.62103296700	TORRIFLUVENTS		34	21	72	259	SANDY	TORRIPSAMMENTS
Dugout	C028	38.08558527790	-109.91898672500	TORRIORTHENTS	LOAMY	42	41	72	259	SANDY	TORRIPSAMMENTS
Dugout	C238	38.10392921770	-109.78385862500	TORRIORTHENTS	LOAMY	40	41	72	258	SANDY	TORRIORTHENTS
Dugout	C044	38.08695535010	-109.89096116100	TORRIPSAMMENTS	SANDY	43	36	23	135	COARSE-LOAMY	HAPLOCALCIDS
Dugout	C176	38.09220735930	-109.86992191000	TORRIPSAMMENTS	LITHIC SANDY	40	33	72	135	SANDY	HAPLOCALCIDS
Dugout	C211	38.11122713760	-109.73084579000	TORRIPSAMMENTS	SANDY	55	38	72	259	SANDY	TORRIPSAMMENTS
Dugout	C303	38.09402604090	-109.83831651500	TORRIPSAMMENTS	SANDY	38	30	72	259	SANDY	TORRIPSAMMENTS
Dugout	D038	38.12958751950	-109.61539723400	TORRIPSAMMENTS	SANDY	27	25	23	136	COARSE-LOAMY	HAPLOCAMBIDS
Dugout	D047	38.10755768180	-109.64764620100	HAPLOCALCIDS	COARSE-LOAMY	26	20	23	136	COARSE-LOAMY	HAPLOCAMBIDS
Dugout	D049	38.10567189840	-109.65120853600	HAPLOCALCIDS	COARSE-LOAMY	23	22	23	258	COARSE-LOAMY	TORRIORTHENTS
Dugout	C032	38.08666271620	-109.87346231800	HAPLOCAMBIDS	COARSE-LOAMY	58	32	72	135	SANDY	HAPLOCALCIDS
Dugout	C156	38.07922677890	-109.90291280900	HAPLOCAMBIDS	COARSE-LOAMY	43	34	72	259	SANDY	TORRIPSAMMENTS
Dugout	D044	38.11681133260	-109.60194992900	HAPLOCAMBIDS	COARSE-LOAMY	26	27	23	258	COARSE-LOAMY	TORRIORTHENTS
Dugout	D048	38.10745265680	-109.66274990900	HAPLOCAMBIDS	COARSE-LOAMY	24	33	23	258	COARSE-LOAMY	TORRIORTHENTS
Dugout	D052	38.10054965990	-109.64000932600	HAPLOCAMBIDS	COARSE-LOAMY	21	26	72	258	SANDY	TORRIORTHENTS
Dugout	C015	38.09586490360	-109.68688670800	TORRIORTHENTS	LOAMY	17	46	23	258	COARSE-LOAMY	TORRIORTHENTS
